2,3.695487976074219e-05
4,4.696846008300781e-05
8,3.4332275390625e-05
16,8.153915405273438e-05
32,0.0002415180206298828
64,0.00046825408935546875
128,0.0009555816650390625
256,0.0018281936645507812
512,0.0040361881256103516
1024,0.007882118225097656
2048,0.014407157897949219
4096,0.027688980102539062
8192,0.05826997756958008
16384,0.12189221382141113
32768,0.25247740745544434
65536,0.5185940265655518
131072,1.0848522186279297
262144,2.311112403869629
524288,4.753352642059326
1048576,10.204710721969604
2097152,21.145397424697876
4194304,43.207515001297
8388608,88.88444352149963
16777216,182.28779482841492
